Nom de domaine;Pays BE;Departement BE;Ville BE;Nom BE;Sous domaine;Type du titulaire;Pays titulaire;Departement titulaire;Domaine IDN;Date de création;Année;Date de retrait du WHOIS
strategie.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;22/02/2006;2006;
cas.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;27/02/2006;2006;
egalitedeschances.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;27/02/2006;2006;
intelligence-economique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;27/02/2006;2006;
enim.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;07/04/2006;2006;
etudiante.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;07/04/2006;2006;19/11/2018
etudiantes.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;07/04/2006;2006;19/11/2018
etudiant.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;07/04/2006;2006;
etudiants.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;07/04/2006;2006;
adele.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;19/04/2006;2006;
veloroutes-voiesvertes.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;21/04/2006;2006;
bison-fute.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/04/2006;2006;
leportailetudiant.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;24/04/2006;2006;
changement-adresse.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;28/04/2006;2006;
modernisation.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;19/05/2006;2006;
student.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;19/05/2006;2006;31/12/2018
students.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;19/05/2006;2006;31/12/2018
emploi-tourisme.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;29/05/2006;2006;
sgmer.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;09/06/2006;2006;
observatoire-pesticides.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;94;0;27/06/2006;2006;04/07/2018
rhone-alpes.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;69;0;21/07/2006;2006;10/02/2016
hclpd.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/08/2006;2006;
servicealapersonne.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/09/2006;2006;
vae.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/09/2006;2006;
budget2007.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;19/09/2006;2006;18/12/2014
santesolidarites.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;29/09/2006;2006;
maisoncohesionsociale.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;06/10/2006;2006;06/01/2018
emploidesseniors.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;19/10/2006;2006;
adae.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;25/10/2006;2006;
prix-carburants.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;31/10/2006;2006;
prixcarburants.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;31/10/2006;2006;
roulezeco.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;31/10/2006;2006;
tabac.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;05/12/2006;2006;
agriculture-equipement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;12/12/2006;2006;
equipement-agriculture.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;12/12/2006;2006;
csn.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;13/12/2006;2006;
cadastre.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;23/01/2007;2007;
maisonsdelemploi.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/01/2007;2007;
handiguide.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/02/2007;2007;
jeunesse.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/02/2007;2007;
communication-tourisme.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;20/02/2007;2007;
sit.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;23/02/2007;2007;
sante-solidarites.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/02/2007;2007;
sante-travail.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;19/04/2007;2007;
toponymie.gouv.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;gouv.fr;ORG;FR;75;0;03/05/2007;2007;26/07/2015
igas.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;14/05/2007;2007;
pays-de-la-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;14/05/2007;2007;
sgdn.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;25/05/2007;2007;
apie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;01/06/2007;2007;
cte.gouv.fr;FR;75;PARIS;GIP RENATER;gouv.fr;ORG;FR;75;0;04/06/2007;2007;
3939.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/06/2007;2007;
jeveuxconstruire.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/06/2007;2007;
medad.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/06/2007;2007;
enseignementsup-recherche.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;08/06/2007;2007;
logement-ville.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;12/06/2007;2007;
administration-durable.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/06/2007;2007;
iminidco.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;19/06/2007;2007;
nouvelleuniversite.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;20/06/2007;2007;31/12/2018
sec-info.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;25/06/2007;2007;
secinfo.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;25/06/2007;2007;
securite-informatique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;25/06/2007;2007;
minefe.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;29/06/2007;2007;
referentiels-generaux.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;29/06/2007;2007;
budget.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;05/07/2007;2007;
comptes-publics.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/07/2007;2007;
entreprises.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/07/2007;2007;
travailsolidarite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/07/2007;2007;
travail-solidarite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;10/07/2007;2007;
rgpp.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;17/07/2007;2007;05/08/2016
dmp.gouv.fr;FR;59;SECLIN CEDEX;WORLDLINE;gouv.fr;ORG;FR;75;0;23/07/2007;2007;
memoiresante.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;23/07/2007;2007;06/01/2018
sante-jeunesse-sports.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/07/2007;2007;
immigration.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;31/07/2007;2007;
codeveloppement.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;03/08/2007;2007;
identitenationale.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;03/08/2007;2007;
clcf.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/08/2007;2007;
livreblancdefenseetsecurite.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;21/08/2007;2007;
sgcipd.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;28/08/2007;2007;
fse.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;03/09/2007;2007;
prudhommes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;19/09/2007;2007;
lbdsn.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;24/09/2007;2007;
nouveaupermisdeconstruire.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/09/2007;2007;
volontariat.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/10/2007;2007;
cndd.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;19/10/2007;2007;
inclusion.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;19/10/2007;2007;
plan-alzheimer.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;19/10/2007;2007;
ultramarins.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;30/10/2007;2007;
cnle.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/11/2007;2007;
solidaritesactives.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/11/2007;2007;
bercy.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;27/11/2007;2007;
prud2008.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/11/2007;2007;
plainte-en-ligne.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;93;0;25/01/2008;2008;
giped.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;14/02/2008;2008;
livrevert-rsa.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;14/02/2008;2008;
administration24h24.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;26/02/2008;2008;
developpement-durable.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/03/2008;2008;
biep.gouv.fr;FR;75;PARIS;ORDIPAT;gouv.fr;ORG;FR;75;0;17/04/2008;2008;
developpementdurable.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/04/2008;2008;
lesecransdusocial.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;13/05/2008;2008;
gendarmerie.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;93;0;16/05/2008;2008;
territorial.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;02/06/2008;2008;
jeune.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/06/2008;2008;
jeunes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/06/2008;2008;
mesures-pouvoir-d-achat.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/06/2008;2008;
pouvoir-d-achat.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/06/2008;2008;
pouvoirdachat.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/06/2008;2008;
mesurespouvoirdachat.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;19/06/2008;2008;
ville.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;01/07/2008;2008;
internet-signalement.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;11/07/2008;2008;
ansp.gouv.fr;FR;13;AIX EN PROVENCE;HOSTEUR;gouv.fr;;;;0;06/08/2008;2008;14/03/2014
cnaop.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;27/08/2008;2008;
pre-plainte-en-ligne.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;93;0;27/08/2008;2008;
direccte.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;15/09/2008;2008;
chlordecone-infos.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;94;0;17/09/2008;2008;04/07/2018
stop-violences-femmes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;29/09/2008;2008;
meeddat.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;01/10/2008;2008;
marches-publics.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/10/2008;2008;
coe.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;17/11/2008;2008;
sig.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;24/11/2008;2008;
impots.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;10/12/2008;2008;
travailler-mieux.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;10/12/2008;2008;
relance.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;05/01/2009;2009;
economie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/01/2009;2009;
ira-bastia.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;20;0;13/01/2009;2009;
adoption.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/02/2009;2009;
emploi.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;03/02/2009;2009;
jeunesse-vie-associative.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;05/02/2009;2009;
onpes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;05/02/2009;2009;
rsa.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;05/02/2009;2009;
ecologie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;13/02/2009;2009;
agence-regionale-sante.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;17/02/2009;2009;04/01/2018
circulaires.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/02/2009;2009;
ciccfondseuropeens.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/02/2009;2009;
sante-sports.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/02/2009;2009;
ars.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
bougezautrement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
eau-france.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
environnement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
legrenelle-environnement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
legrenelle-mer.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
onerc.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
politique-eau.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
politique-ville.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
semainedudeveloppementdurable.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/03/2009;2009;
anssi.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;16/03/2009;2009;
sgdsn.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;23/03/2009;2009;
certibercy.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/04/2009;2009;
pandemie-grippale.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;30/04/2009;2009;
pandemiegrippale.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;30/04/2009;2009;
japprendslamer.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/05/2009;2009;
forages-domestiques.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/05/2009;2009;
surfez-intelligent.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;10/06/2009;2009;
bafa-bafd.gouv.fr;FR;59;SECLIN CEDEX;WORLDLINE;gouv.fr;ORG;FR;75;0;25/06/2009;2009;
cnphl.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/07/2009;2009;
alimentation.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;31/08/2009;2009;
conference-copenhague.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/09/2009;2009;
ecophyto-2018.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;14/09/2009;2009;20/02/2017
mediateurducredit.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;16/09/2009;2009;
mirate.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/09/2009;2009;
miqcp.gouv.fr;FR;75;PARIS;PLANET-WORK;gouv.fr;ORG;FR;92;0;24/09/2009;2009;
vigicrues.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/10/2009;2009;
cesu.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;05/11/2009;2009;04/01/2018
sap.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;05/11/2009;2009;07/01/2018
economie-numerique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/11/2009;2009;
numerique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/11/2009;2009;
prospective-numerique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/11/2009;2009;
conseilculturel-upm.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;27/11/2009;2009;
ie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;27/11/2009;2009;
intradef.gouv.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;gouv.fr;ORG;FR;94;0;10/12/2009;2009;
prevention-incendie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/12/2009;2009;
leurope-contre-la-pauvrete.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;18/12/2009;2009;06/01/2018
peche.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;21/12/2009;2009;
service-civique.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/12/2009;2009;
ain.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aisne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
allier.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
alpes-de-haute-provence.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
alpes-maritimes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
ardeche.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
ardennes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
ariege.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aube.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aude.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aveyron.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
bas-rhin.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
bouches-du-rhone.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
calvados.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cantal.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
charente.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
charente-maritime.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cher.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
correze.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cote-dor.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cotes-darmor.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
creuse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
deux-sevres.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
dordogne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
haute-corse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
hautes-alpes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
doubs.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
drjscs.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
drome.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
essonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
eure-et-loir.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
eure.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
finistere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gard.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gers.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gironde.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-garonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-marne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
